header	line	kind	text
ps2vnc_management_tail_to_services.h	20	EXTERN	extern int ps2vnc_display_tx_take_line(
ps2vnc_management_tail_to_services.h	26	EXTERN	extern int ps2vnc_display_tx_parse_profile(
ps2vnc_runtime_compat.h	2	MACRO	#define PS2VNC_RUNTIME_COMPAT_H
ps2vnc_runtime_compat.h	70	MACRO	#define RFB_CAPACITY_WIDTH   1920
ps2vnc_runtime_compat.h	71	MACRO	#define RFB_CAPACITY_HEIGHT  1080
ps2vnc_runtime_compat.h	73	TYPEDEF	typedef enum {
ps2vnc_runtime_compat.h	79	TYPEDEF	typedef enum {
ps2vnc_runtime_compat.h	86	TYPEDEF	typedef struct {
ps2vnc_runtime_compat.h	136	TYPEDEF	typedef struct {
ps2vnc_runtime_compat.h	153	TYPEDEF	typedef enum {
ps2vnc_runtime_compat.h	161	TYPEDEF	typedef struct {
ps2vnc_runtime_core_to_tail.h	2	MACRO	#define PS2VNC_RUNTIME_CORE_TO_TAIL_H
ps2vnc_runtime_core_to_tail.h	9	MACRO	#define DISPLAY_CONFIRM_TIMEOUT_SECONDS 30u
ps2vnc_runtime_core_to_tail.h	11	MACRO	#define DISPLAY_MODE_REQUEST_NONE 0
ps2vnc_runtime_core_to_tail.h	13	MACRO	#define OSK_HEIGHT   178
ps2vnc_runtime_core_to_tail.h	15	MACRO	#define OSK_ROWS     5
ps2vnc_runtime_core_to_tail.h	17	MACRO	#define OSK_WIDTH    600
ps2vnc_runtime_core_to_tail.h	19	MACRO	#define OUTPUT_HEIGHT  (active_video_mode->raster_height)
ps2vnc_runtime_core_to_tail.h	21	MACRO	#define OUTPUT_WIDTH   (active_video_mode->raster_width)
ps2vnc_runtime_core_to_tail.h	23	MACRO	#define PS2VNC_BOOTSTRAP_PI_IP      "192.168.50.1"
ps2vnc_runtime_core_to_tail.h	25	MACRO	#define SYSTEM_REFRESH_COOLDOWN_SECONDS 3u
ps2vnc_runtime_core_to_tail.h	27	MACRO	#define VNC_HEIGHT     RFB_CAPACITY_HEIGHT
ps2vnc_runtime_core_to_tail.h	29	MACRO	#define VNC_PORT                    5900
ps2vnc_runtime_core_to_tail.h	31	MACRO	#define VNC_WIDTH      RFB_CAPACITY_WIDTH
ps2vnc_runtime_core_to_tail.h	33	MACRO	#define XK_ALT_L     0xFFE9
ps2vnc_runtime_core_to_tail.h	35	MACRO	#define XK_CAPS_LOCK  0xFFE5
ps2vnc_runtime_core_to_tail.h	37	MACRO	#define XK_CONTROL_L 0xFFE3
ps2vnc_runtime_core_to_tail.h	39	MACRO	#define XK_DOWN       0xFF54
ps2vnc_runtime_core_to_tail.h	41	MACRO	#define XK_END        0xFF57
ps2vnc_runtime_core_to_tail.h	43	MACRO	#define XK_F1         0xFFBE
ps2vnc_runtime_core_to_tail.h	45	MACRO	#define XK_F10        0xFFC7
ps2vnc_runtime_core_to_tail.h	47	MACRO	#define XK_F11        0xFFC8
ps2vnc_runtime_core_to_tail.h	49	MACRO	#define XK_F12        0xFFC9
ps2vnc_runtime_core_to_tail.h	51	MACRO	#define XK_F2         0xFFBF
ps2vnc_runtime_core_to_tail.h	53	MACRO	#define XK_F3         0xFFC0
ps2vnc_runtime_core_to_tail.h	55	MACRO	#define XK_F4         0xFFC1
ps2vnc_runtime_core_to_tail.h	57	MACRO	#define XK_F5         0xFFC2
ps2vnc_runtime_core_to_tail.h	59	MACRO	#define XK_F6         0xFFC3
ps2vnc_runtime_core_to_tail.h	61	MACRO	#define XK_F7         0xFFC4
ps2vnc_runtime_core_to_tail.h	63	MACRO	#define XK_F8         0xFFC5
ps2vnc_runtime_core_to_tail.h	65	MACRO	#define XK_F9         0xFFC6
ps2vnc_runtime_core_to_tail.h	67	MACRO	#define XK_HOME       0xFF50
ps2vnc_runtime_core_to_tail.h	69	MACRO	#define XK_INSERT     0xFF63
ps2vnc_runtime_core_to_tail.h	71	MACRO	#define XK_LEFT       0xFF51
ps2vnc_runtime_core_to_tail.h	73	MACRO	#define XK_PAGE_DOWN  0xFF56
ps2vnc_runtime_core_to_tail.h	75	MACRO	#define XK_PAGE_UP    0xFF55
ps2vnc_runtime_core_to_tail.h	77	MACRO	#define XK_PAUSE      0xFF13
ps2vnc_runtime_core_to_tail.h	79	MACRO	#define XK_PRINT      0xFF61
ps2vnc_runtime_core_to_tail.h	81	MACRO	#define XK_RIGHT      0xFF53
ps2vnc_runtime_core_to_tail.h	83	MACRO	#define XK_UP         0xFF52
ps2vnc_runtime_core_to_tail.h	85	TYPE_SIGNAL	enum {
ps2vnc_runtime_core_to_tail.h	92	TYPE_SIGNAL	enum {
ps2vnc_runtime_core_to_tail.h	98	TYPEDEF	typedef enum {
ps2vnc_runtime_core_to_tail.h	107	TYPE_SIGNAL	enum {
ps2vnc_runtime_core_to_tail.h	114	TYPE_SIGNAL	enum {
ps2vnc_runtime_core_to_tail.h	120	TYPE_SIGNAL	enum {
ps2vnc_runtime_core_to_tail.h	126	EXTERN	extern volatile unsigned int controller_loop_counter ;
ps2vnc_runtime_core_to_tail.h	127	EXTERN	extern volatile int debug_changed_bytes ;
ps2vnc_runtime_core_to_tail.h	128	EXTERN	extern volatile unsigned int debug_frame_counter ;
ps2vnc_runtime_core_to_tail.h	129	EXTERN	extern volatile int debug_hotkey_action ;
ps2vnc_runtime_core_to_tail.h	130	EXTERN	extern volatile unsigned int debug_hotkey_hold_polls ;
ps2vnc_runtime_core_to_tail.h	131	EXTERN	extern volatile int debug_hotkey_latched ;
ps2vnc_runtime_core_to_tail.h	132	EXTERN	extern volatile unsigned int debug_hotkey_mask ;
ps2vnc_runtime_core_to_tail.h	133	EXTERN	extern volatile unsigned int debug_hotkey_quarantine ;
ps2vnc_runtime_core_to_tail.h	134	EXTERN	extern volatile unsigned int debug_hotkey_settle_target ;
ps2vnc_runtime_core_to_tail.h	135	EXTERN	extern volatile unsigned int debug_hotkey_stable_polls ;
ps2vnc_runtime_core_to_tail.h	136	EXTERN	extern volatile int debug_hotkey_trigger ;
ps2vnc_runtime_core_to_tail.h	137	EXTERN	extern unsigned int debug_idle_poll_counter ;
ps2vnc_runtime_core_to_tail.h	138	EXTERN	extern volatile unsigned int debug_transition_phase ;
ps2vnc_runtime_core_to_tail.h	139	EXTERN	extern volatile int display_calibration_request ;
ps2vnc_runtime_core_to_tail.h	140	EXTERN	extern volatile int display_confirm_action ;
ps2vnc_runtime_core_to_tail.h	141	EXTERN	extern volatile int display_confirm_pending ;
ps2vnc_runtime_core_to_tail.h	142	EXTERN	extern ps2vnc_backend_t display_confirm_previous_backend ;
ps2vnc_runtime_core_to_tail.h	143	EXTERN	extern unsigned int display_confirm_previous_desktop_h ;
ps2vnc_runtime_core_to_tail.h	144	EXTERN	extern unsigned int display_confirm_previous_desktop_w ;
ps2vnc_runtime_core_to_tail.h	145	EXTERN	extern unsigned int display_confirm_previous_h ;
ps2vnc_runtime_core_to_tail.h	146	EXTERN	extern const ps2vnc_video_mode_t *display_confirm_previous_mode ;
ps2vnc_runtime_core_to_tail.h	147	EXTERN	extern int display_confirm_previous_screen_fit_full_bypass ;
ps2vnc_runtime_core_to_tail.h	148	EXTERN	extern int display_confirm_previous_screen_fit_height ;
ps2vnc_runtime_core_to_tail.h	149	EXTERN	extern int display_confirm_previous_screen_fit_offset_x ;
ps2vnc_runtime_core_to_tail.h	150	EXTERN	extern int display_confirm_previous_screen_fit_offset_y ;
ps2vnc_runtime_core_to_tail.h	151	EXTERN	extern int display_confirm_previous_screen_fit_width ;
ps2vnc_runtime_core_to_tail.h	152	EXTERN	extern unsigned int display_confirm_previous_w ;
ps2vnc_runtime_core_to_tail.h	153	EXTERN	extern unsigned int display_confirm_previous_x ;
ps2vnc_runtime_core_to_tail.h	154	EXTERN	extern unsigned int display_confirm_previous_y ;
ps2vnc_runtime_core_to_tail.h	155	EXTERN	extern volatile unsigned int display_confirm_seconds ;
ps2vnc_runtime_core_to_tail.h	156	EXTERN	extern volatile int display_confirm_selection ;
ps2vnc_runtime_core_to_tail.h	157	EXTERN	extern volatile u64 display_confirm_started_tick ;
ps2vnc_runtime_core_to_tail.h	158	EXTERN	extern volatile int display_confirm_visible ;
ps2vnc_runtime_core_to_tail.h	159	EXTERN	extern volatile int display_menu_visible ;
ps2vnc_runtime_core_to_tail.h	160	EXTERN	extern volatile int display_mode_request ;
ps2vnc_runtime_core_to_tail.h	161	EXTERN	extern volatile int display_restore_ack_visible ;
ps2vnc_runtime_core_to_tail.h	162	EXTERN	extern volatile int display_transition_switch_in_progress ;
ps2vnc_runtime_core_to_tail.h	163	EXTERN	extern volatile unsigned int live_encoding ;
ps2vnc_runtime_core_to_tail.h	164	EXTERN	extern volatile int live_error_code ;
ps2vnc_runtime_core_to_tail.h	165	EXTERN	extern volatile unsigned int live_hdr_end_end ;
ps2vnc_runtime_core_to_tail.h	166	EXTERN	extern volatile unsigned int live_hdr_end_pos ;
ps2vnc_runtime_core_to_tail.h	167	EXTERN	extern volatile unsigned char live_hdr_raw[12];
ps2vnc_runtime_core_to_tail.h	168	EXTERN	extern volatile unsigned int live_hdr_recv_call ;
ps2vnc_runtime_core_to_tail.h	169	EXTERN	extern volatile int live_hdr_recv_n ;
ps2vnc_runtime_core_to_tail.h	170	EXTERN	extern volatile unsigned int live_hdr_start_avail ;
ps2vnc_runtime_core_to_tail.h	171	EXTERN	extern volatile unsigned int live_hdr_start_end ;
ps2vnc_runtime_core_to_tail.h	172	EXTERN	extern volatile unsigned int live_hdr_start_pos ;
ps2vnc_runtime_core_to_tail.h	173	EXTERN	extern volatile unsigned int live_message_type ;
ps2vnc_runtime_core_to_tail.h	174	EXTERN	extern volatile unsigned int live_rect_count ;
ps2vnc_runtime_core_to_tail.h	175	EXTERN	extern volatile unsigned int live_rect_h ;
ps2vnc_runtime_core_to_tail.h	176	EXTERN	extern volatile unsigned int live_rect_index ;
ps2vnc_runtime_core_to_tail.h	177	EXTERN	extern volatile unsigned int live_rect_w ;
ps2vnc_runtime_core_to_tail.h	178	EXTERN	extern volatile unsigned int live_rect_x ;
ps2vnc_runtime_core_to_tail.h	179	EXTERN	extern volatile unsigned int live_rect_y ;
ps2vnc_runtime_core_to_tail.h	180	EXTERN	extern volatile int osk_alt ;
ps2vnc_runtime_core_to_tail.h	181	EXTERN	extern volatile int osk_col ;
ps2vnc_runtime_core_to_tail.h	182	EXTERN	extern volatile int osk_ctrl ;
ps2vnc_runtime_core_to_tail.h	183	EXTERN	extern volatile int osk_page ;
ps2vnc_runtime_core_to_tail.h	184	EXTERN	extern volatile int osk_row ;
ps2vnc_runtime_core_to_tail.h	185	EXTERN	extern volatile int osk_shift ;
ps2vnc_runtime_core_to_tail.h	186	EXTERN	extern volatile int osk_visible ;
ps2vnc_runtime_core_to_tail.h	187	EXTERN	extern unsigned int profile_changed_bytes ;
ps2vnc_runtime_core_to_tail.h	188	EXTERN	extern unsigned int profile_dirty_updates ;
ps2vnc_runtime_core_to_tail.h	189	EXTERN	extern u64 profile_dirty_wait_ticks ;
ps2vnc_runtime_core_to_tail.h	190	EXTERN	extern u64 profile_dirty_work_ticks ;
ps2vnc_runtime_core_to_tail.h	191	EXTERN	extern u64 profile_flip_ticks ;
ps2vnc_runtime_core_to_tail.h	192	EXTERN	extern unsigned int profile_hextile_rects ;
ps2vnc_runtime_core_to_tail.h	193	EXTERN	extern u64 profile_hextile_rx_wait_ticks ;
ps2vnc_runtime_core_to_tail.h	194	EXTERN	extern u64 profile_hextile_ticks ;
ps2vnc_runtime_core_to_tail.h	195	EXTERN	extern u64 profile_present_sync_ticks ;
ps2vnc_runtime_core_to_tail.h	196	EXTERN	extern unsigned int profile_raw_rects ;
ps2vnc_runtime_core_to_tail.h	197	EXTERN	extern u64 profile_rfb_ticks ;
ps2vnc_runtime_core_to_tail.h	198	EXTERN	extern unsigned int profile_rfb_updates ;
ps2vnc_runtime_core_to_tail.h	199	EXTERN	extern u64 profile_rx_wait_ticks ;
ps2vnc_runtime_core_to_tail.h	200	EXTERN	extern volatile int
ps2vnc_runtime_core_to_tail.h	202	EXTERN	extern volatile unsigned int rfb_out_count ;
ps2vnc_runtime_core_to_tail.h	204	EXTERN	extern const char *debug_stage_name (unsigned int stage);
ps2vnc_runtime_core_to_tail.h	205	EXTERN	extern void display_menu_open_for_active (int);
ps2vnc_runtime_core_to_tail.h	206	EXTERN	extern unsigned int read_be16 (const unsigned char *p);
ps2vnc_runtime_core_to_tail.h	207	EXTERN	extern unsigned int read_be32 (const unsigned char *p);
ps2vnc_runtime_core_to_tail.h	208	EXTERN	extern int recv_exact (int sock, void *data, int len);
ps2vnc_runtime_core_to_tail.h	209	EXTERN	extern void sanitize_text (char *s);
ps2vnc_runtime_core_to_tail.h	210	EXTERN	extern int send_rfb_message (int sock, const void *data, int len);
ps2vnc_runtime_tail_to_core.h	2	MACRO	#define PS2VNC_RUNTIME_TAIL_TO_CORE_H
ps2vnc_runtime_tail_to_core.h	9	EXTERN	extern void debug_emit_idle_poll (void);
ps2vnc_runtime_to_framebuffer.h	2	MACRO	#define PS2VNC_RUNTIME_TO_FRAMEBUFFER_H
ps2vnc_runtime_to_framebuffer.h	11	MACRO	#define CONTROLLER_STACK_SIZE 8192
ps2vnc_runtime_to_framebuffer.h	13	MACRO	#define TEST31_HDR_SENTINEL 0x5A
ps2vnc_runtime_to_framebuffer.h	15	MACRO	#define RFB_ENCODING_RAW                    0x00000000u
ps2vnc_runtime_to_framebuffer.h	17	MACRO	#define RFB_ENCODING_HEXTILE                0x00000005u
ps2vnc_runtime_to_framebuffer.h	19	MACRO	#define RFB_ENCODING_EXTENDED_DESKTOP_SIZE  0xFFFFFECCu
ps2vnc_runtime_to_framebuffer.h	21	MACRO	#define HEXTILE_RAW                  0x01u
ps2vnc_runtime_to_framebuffer.h	23	MACRO	#define HEXTILE_BACKGROUND_SPECIFIED 0x02u
ps2vnc_runtime_to_framebuffer.h	25	MACRO	#define HEXTILE_FOREGROUND_SPECIFIED 0x04u
ps2vnc_runtime_to_framebuffer.h	27	MACRO	#define HEXTILE_ANY_SUBRECTS         0x08u
ps2vnc_runtime_to_framebuffer.h	29	MACRO	#define HEXTILE_SUBRECTS_COLORED     0x10u
ps2vnc_runtime_to_framebuffer.h	31	EXTERN	extern unsigned char controller_stack[CONTROLLER_STACK_SIZE]
ps2vnc_runtime_to_framebuffer.h	32	PROTOTYPE	__attribute__((aligned(16)));
ps2vnc_runtime_to_framebuffer.h	34	EXTERN	extern int controller_thread_id ;
ps2vnc_runtime_to_framebuffer.h	36	EXTERN	extern volatile unsigned int rfb_out_head ;
ps2vnc_runtime_to_framebuffer.h	38	EXTERN	extern volatile unsigned int rfb_out_tail ;
ps2vnc_runtime_to_framebuffer.h	40	EXTERN	extern volatile unsigned int rfb_out_count ;
ps2vnc_runtime_to_framebuffer.h	42	EXTERN	extern volatile unsigned int live_hdr_start_pos ;
ps2vnc_runtime_to_framebuffer.h	44	EXTERN	extern volatile unsigned int live_hdr_start_end ;
ps2vnc_runtime_to_framebuffer.h	46	EXTERN	extern volatile unsigned int live_hdr_end_pos ;
ps2vnc_runtime_to_framebuffer.h	48	EXTERN	extern volatile unsigned int live_hdr_end_end ;
ps2vnc_runtime_to_framebuffer.h	50	EXTERN	extern volatile unsigned int live_hdr_recv_call ;
ps2vnc_runtime_to_framebuffer.h	52	EXTERN	extern volatile unsigned int live_update_start_pos ;
ps2vnc_runtime_to_framebuffer.h	54	EXTERN	extern volatile unsigned int live_update_start_end ;
ps2vnc_runtime_to_framebuffer.h	56	EXTERN	extern volatile unsigned int live_update_end_pos ;
ps2vnc_runtime_to_framebuffer.h	58	EXTERN	extern volatile unsigned int live_update_end_end ;
ps2vnc_runtime_to_framebuffer.h	60	EXTERN	extern volatile unsigned int live_update_recv_call ;
ps2vnc_runtime_to_framebuffer.h	62	EXTERN	extern unsigned char test29_row_scratch[VNC_WIDTH * 2];
ps2vnc_runtime_to_framebuffer.h	64	EXTERN	extern unsigned int rfb_dirty_y0 ;
ps2vnc_runtime_to_framebuffer.h	66	EXTERN	extern unsigned int rfb_dirty_y1 ;
ps2vnc_runtime_to_framebuffer.h	68	EXTERN	extern int rfb_dirty_valid ;
ps2vnc_runtime_to_framebuffer.h	70	EXTERN	extern unsigned int rfb_dirty_row_x0[VNC_HEIGHT];
ps2vnc_runtime_to_framebuffer.h	72	EXTERN	extern unsigned int rfb_dirty_row_x1[VNC_HEIGHT];
ps2vnc_runtime_to_framebuffer.h	74	EXTERN	extern unsigned char rfb_dirty_row_valid[VNC_HEIGHT];
ps2vnc_runtime_to_framebuffer.h	76	EXTERN	extern int controller_sock ;
ps2vnc_runtime_to_framebuffer.h	78	EXTERN	extern u64 profile_hextile_ticks ;
ps2vnc_runtime_to_framebuffer.h	80	EXTERN	extern int profile_hextile_active ;
ps2vnc_runtime_to_framebuffer.h	82	EXTERN	extern u64 profile_dirty_work_ticks ;
ps2vnc_runtime_to_framebuffer.h	84	EXTERN	extern u64 profile_dirty_work_start_tick ;
ps2vnc_runtime_to_framebuffer.h	86	EXTERN	extern unsigned int profile_dirty_updates ;
ps2vnc_runtime_to_framebuffer.h	88	EXTERN	extern unsigned int profile_raw_rects ;
ps2vnc_runtime_to_framebuffer.h	90	EXTERN	extern unsigned int profile_hextile_rects ;
ps2vnc_runtime_to_framebuffer.h	92	EXTERN	extern volatile int rfb_message_boundary_local_yield ;
ps2vnc_runtime_to_framebuffer.h	94	EXTERN	extern int rfb_extended_desktop_seen ;
ps2vnc_runtime_to_framebuffer.h	96	EXTERN	extern unsigned int rfb_extended_desktop_reason ;
ps2vnc_runtime_to_framebuffer.h	98	EXTERN	extern unsigned int rfb_extended_desktop_result ;
ps2vnc_runtime_to_framebuffer.h	100	EXTERN	extern unsigned int rfb_extended_desktop_width ;
ps2vnc_runtime_to_framebuffer.h	102	EXTERN	extern unsigned int rfb_extended_desktop_height ;
ps2vnc_runtime_to_framebuffer.h	104	EXTERN	extern unsigned int rfb_extended_desktop_screen_count ;
ps2vnc_runtime_to_framebuffer.h	106	EXTERN	extern unsigned int rfb_first_screen_id ;
ps2vnc_runtime_to_framebuffer.h	108	EXTERN	extern unsigned int rfb_first_screen_x ;
ps2vnc_runtime_to_framebuffer.h	110	EXTERN	extern unsigned int rfb_first_screen_y ;
ps2vnc_runtime_to_framebuffer.h	112	EXTERN	extern unsigned int rfb_first_screen_width ;
ps2vnc_runtime_to_framebuffer.h	114	EXTERN	extern unsigned int rfb_first_screen_height ;
ps2vnc_runtime_to_framebuffer.h	116	EXTERN	extern unsigned int rfb_first_screen_flags ;
ps2vnc_runtime_to_framebuffer.h	118	EXTERN	extern int rfb_resize_expected ;
ps2vnc_runtime_to_framebuffer.h	120	EXTERN	extern unsigned int rfb_resize_expected_width ;
ps2vnc_runtime_to_framebuffer.h	122	EXTERN	extern unsigned int rfb_resize_expected_height ;
ps2vnc_runtime_to_framebuffer.h	124	EXTERN	extern int ps2vnc_hires_requires_vertical_mapping (void);
ps2vnc_runtime_to_framebuffer.h	126	EXTERN	extern unsigned int read_be16 (const unsigned char *p);
ps2vnc_runtime_to_framebuffer.h	128	EXTERN	extern unsigned int read_be32 (const unsigned char *p);
ps2vnc_runtime_to_framebuffer.h	130	EXTERN	extern int recv_exact (int sock, void *data, int len);
ps2vnc_runtime_to_framebuffer.h	132	EXTERN	extern void rfb_dirty_mark_rect (unsigned int x, unsigned int y, unsigned int w, unsigned int h);
ps2vnc_runtime_to_framebuffer.h	134	EXTERN	extern void rfb_dirty_reset (void);
ps2vnc_runtime_to_ui_display.h	2	MACRO	#define PS2VNC_RUNTIME_TO_UI_DISPLAY_H
ps2vnc_runtime_to_ui_display.h	4	TYPEDEF	typedef enum {
ps2vnc_runtime_to_ui_display.h	13	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	18	TYPEDEF	typedef struct {
ps2vnc_runtime_to_ui_display.h	26	MACRO	#define RUNTIME_HOTKEY_BUTTON_MASK \
ps2vnc_runtime_to_ui_display.h	30	EXTERN	extern unsigned char DEV9_irx[];
ps2vnc_runtime_to_ui_display.h	31	EXTERN	extern unsigned int size_DEV9_irx;
ps2vnc_runtime_to_ui_display.h	33	EXTERN	extern unsigned char NETMAN_irx[];
ps2vnc_runtime_to_ui_display.h	34	EXTERN	extern unsigned int size_NETMAN_irx;
ps2vnc_runtime_to_ui_display.h	36	EXTERN	extern unsigned char SMAP_irx[];
ps2vnc_runtime_to_ui_display.h	37	EXTERN	extern unsigned int size_SMAP_irx;
ps2vnc_runtime_to_ui_display.h	48	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	72	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	79	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	85	MACRO	#define DISPLAY_MODE_REQUEST_NONE 0
ps2vnc_runtime_to_ui_display.h	87	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	94	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	103	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	109	EXTERN	extern unsigned char NETMAN_irx[];
ps2vnc_runtime_to_ui_display.h	111	MACRO	#define OSK_HEIGHT   178
ps2vnc_runtime_to_ui_display.h	113	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	118	MACRO	#define OSK_ROWS     5
ps2vnc_runtime_to_ui_display.h	120	MACRO	#define OSK_WIDTH    600
ps2vnc_runtime_to_ui_display.h	122	MACRO	#define OUTPUT_HEIGHT  (active_video_mode->raster_height)
ps2vnc_runtime_to_ui_display.h	124	MACRO	#define OUTPUT_WIDTH   (active_video_mode->raster_width)
ps2vnc_runtime_to_ui_display.h	126	MACRO	#define PS2VNC_DISPLAY_CONTROL_MAX_BYTES 768
ps2vnc_runtime_to_ui_display.h	128	MACRO	#define PS2VNC_DISPLAY_CONTROL_PENDING_PATH \
ps2vnc_runtime_to_ui_display.h	131	MACRO	#define PS2VNC_DISPLAY_CONTROL_RESULT_PATH \
ps2vnc_runtime_to_ui_display.h	134	MACRO	#define PS2VNC_REMOTE_CONTROL_GET_BUDGET_US 100000u
ps2vnc_runtime_to_ui_display.h	136	MACRO	#define PS2VNC_REMOTE_CONTROL_POLL_US     500000u
ps2vnc_runtime_to_ui_display.h	138	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	146	MACRO	#define RFB_RECEIVE_LOCAL_REDRAW (-2)
ps2vnc_runtime_to_ui_display.h	149	MACRO	#define RUNTIME_HOTKEY_EXTENDABLE_SETTLE_POLLS 18u
ps2vnc_runtime_to_ui_display.h	151	MACRO	#define RUNTIME_HOTKEY_SETTLE_POLLS 8u
ps2vnc_runtime_to_ui_display.h	153	EXTERN	extern unsigned char SMAP_irx[];
